Day,RSI,Stochastic Oscillator,Williams,MACD,Price Rate Of Change,On Balance Volume,Close,Buy/Sell
700,69.2115654412,52.1665930591,-47.8334069409,0.814887072905,0.0043107188969,1.07059098074e+11,118.879997,Sell
703,71.2543991607,59.7562113373,-40.2437886627,0.761218385438,0.00190689178383,1.0717434769e+11,118.300003,Buy
706,63.5256872102,55.9502855859,-44.0497144141,0.653739308324,-0.00268574384076,1.07062487208e+11,115.199997,Buy
709,68.1304871846,66.2683115352,-33.7316884648,0.575814824332,0.00306654880996,1.07178833672e+11,118.230003,Sell
712,52.240411995,35.0400803491,-64.9599196509,0.426744924737,-0.00564144067108,1.07062761498e+11,113.18,Sell
715,32.6127734572,26.9540865336,-73.0459134664,0.0821610290441,-0.0119885674079,1.06935118914e+11,111.339996,Buy
718,19.2329615451,16.6847522131,-83.3152477869,-0.448208932305,-0.0179910983382,1.06793552884e+11,107.330002,Buy
721,14.3674950072,12.7375860834,-87.2624139166,-0.975092163116,-0.0122227849548,1.06657652651e+11,108.029999,Sell
724,11.4527416112,11.1386050943,-88.8613949057,-1.37160069753,-0.00995417585237,1.06537288562e+11,107.32,Sell
727,8.25679876174,11.6625227164,-88.3374772836,-1.72450924641,-0.0151414342678,1.06413468323e+11,102.709999,Sell
730,5.14911705794,8.46288038618,-91.5371196138,-2.24132883058,-0.0266875224173,1.06268122755e+11,96.959999,Buy
733,3.90491787803,8.20581207136,-91.7941879286,-2.74137204174,-0.0186675714564,1.06114768561e+11,97.389999,Sell
736,3.0956903198,10.7308968226,-89.2691031774,-3.08874787726,-0.0163545111568,1.0595133603e+11,96.660004,Buy
739,2.67169543037,13.9910543575,-86.0089456425,-3.284481813,-0.0106662065588,1.05780929287e+11,101.419998,Sell
742,2.27028902436,13.7461087874,-86.2538912126,-3.25034441407,-0.0103244572216,1.05600099027e+11,93.419998,Buy
745,1.90487739843,17.1265677529,-82.8734322471,-3.22713590116,-0.0112997121622,1.05408401083e+11,96.43,Buy
748,1.64885310211,18.6525957467,-81.3474042533,-3.13221716245,-0.00885453829873,1.05232227983e+11,96.599998,Sell
751,1.39213089663,19.6842154325,-80.3157845675,-3.00303531795,-0.00971301649858,1.0506447646e+11,94.989998,Sell
754,1.17564683033,16.7758884049,-83.2241115951,-2.86343660877,-0.00920029355281,1.04904837184e+11,93.989998,Buy
757,4.42502631768,24.7799587966,-75.2200412034,-2.58962320522,0.00122131216125,1.04957956821e+11,96.260002,Sell
760,4.77782657548,26.2097956313,-73.7902043687,-2.26666854702,-0.00223294709091,1.04910715989e+11,94.690002,Buy
763,7.00937665445,34.2226602279,-65.7773397721,-1.94399588196,0.000476134711266,1.04950996716e+11,96.910004,Buy
766,27.9734952336,70.7101624658,-29.2898375342,-1.53705437591,0.00798639936385,1.05075760966e+11,100.75,Buy
769,50.2030613535,80.5559557576,-19.4440442424,-0.980810798275,0.0130178751103,1.05198891401e+11,101.870003,Buy
772,58.6547591749,83.4420462041,-16.5579537959,-0.476359093769,0.00681598160399,1.05315869363e+11,101.169998,Buy
775,68.9814673223,88.1002482723,-11.8997517277,-0.0287435862831,0.0104708546142,1.05425602026e+11,104.580002,Buy
778,78.3643943786,90.4077657664,-9.59223423357,0.459458330318,0.0146533408064,1.05535793685e+11,105.919998,Buy
781,83.4153644044,88.831717832,-11.168282168,0.894304852764,0.0116261556795,1.05644885878e+11,106.129997,Buy
784,86.3929502071,89.4364489911,-10.5635510089,1.20046134628,0.00848328853665,1.05745701105e+11,107.68,Buy
787,90.1311902107,90.7892000324,-9.21079996761,1.51211573294,0.0144292337803,1.05845988638e+11,109.989998,Buy
790,92.5149614861,90.7444357201,-9.25556427991,1.81124815885,0.0132392626504,1.05943555027e+11,110.959999,Sell
793,93.3126135299,86.6110231027,-13.3889768973,1.95074771286,0.00512964098167,1.06037548628e+11,109.019997,Buy
796,94.7669962215,89.1911303116,-10.8088696884,2.03998603558,0.0106151287619,1.0612935078e+11,112.099998,Sell
799,89.8555902157,79.9907674209,-20.0092325791,1.98479791935,-0.000835009098735,1.06092138574e+11,106.910004,Buy
802,78.4548275148,60.2136664373,-39.7863335627,1.71064811568,-0.00486235387026,1.05990361129e+11,105.68,Sell
805,54.457402924,22.7428545731,-77.2571454269,1.24583655481,-0.0133480360746,1.05878646531e+11,97.82,Sell
808,30.0044111117,13.0673544395,-86.9326455605,0.369407296613,-0.0298870040231,1.05734380641e+11,93.639999,Sell
811,21.2517830932,9.51814571885,-90.4818542811,-0.560717263575,-0.0225459763209,1.05588684725e+11,93.239998,Sell
814,16.1813830234,7.95831088293,-92.0416891171,-1.37465404667,-0.020013470721,1.05451233719e+11,93.419998,Sell
817,12.4662705295,6.42342802049,-93.5765719795,-2.01995804945,-0.0202253429267,1.05315815634e+11,90.519997,Buy
820,11.3190972407,8.53959119247,-91.4604088075,-2.3798482024,-0.00740348372256,1.05173879084e+11,94.559998,Buy
823,11.8005749661,11.5109673338,-88.4890326662,-2.42790340565,-0.00185805814332,1.05127921509e+11,96.43,Buy
826,25.2498138783,33.6074475331,-66.3925524669,-2.13540034454,0.00953893050807,1.05256573285e+11,100.410004,Sell
829,34.4676425254,71.1396288999,-28.8603711001,-1.6533518704,0.00726642906059,1.05383928217e+11,98.459999,Buy
832,36.8900180921,75.7389612093,-24.2610387907,-1.24503288757,0.00169094924303,1.05504071461e+11,98.629997,Sell
835,43.2116247144,79.6881891682,-20.3118108318,-0.880463208704,0.00419100995975,1.05611192007e+11,99.650002,Sell
838,42.6304585585,73.2875065052,-26.7124934948,-0.611034153289,-0.000600939468965,1.05576404751e+11,97.459999,Sell
841,37.6275929434,49.7071353203,-50.2928646797,-0.481554651775,-0.00367509075656,1.05472419838e+11,95.330002,Buy
844,31.0272289577,25.6472971218,-74.3527028782,-0.487278724236,-0.00559350309012,1.05364793285e+11,95.550003,Sell
847,22.715545466,19.353739012,-80.646260988,-0.576696996987,-0.0090335487638,1.05251158256e+11,92.040001,Buy
850,19.7625320599,20.0700128011,-79.9299871989,-0.708090918782,-0.00436596119572,1.05133128873e+11,95.599998,Sell
853,19.271141548,20.5337691867,-79.4662308133,-0.734150775071,-0.000914861132818,1.05097824868e+11,95.529999,Buy
856,27.3102681126,31.1038670313,-68.8961329687,-0.667200761597,0.0023269279845,1.05201209855e+11,96.980003,Buy
859,42.2671260333,55.9310375747,-44.0689624253,-0.506704129811,0.0048897280472,1.05298611454e+11,98.790001,Buy
862,59.8746267064,82.6018340099,-17.3981659901,-0.24873844858,0.00841649857292,1.05395858112e+11,99.870003,Sell
865,67.8497032446,82.6956525055,-17.3043474945,0.0245888759254,0.00558784891418,1.05490074274e+11,98.660004,Buy
868,70.799949005,79.0984095139,-20.9015904861,0.192711955135,0.00377273735976,1.05463480777e+11,102.949997,Buy
871,83.6225615117,87.1066982154,-12.8933017846,0.546289724974,0.0179754059524,1.05580867039e+11,106.050003,Buy
874,88.6772048852,89.2085064182,-10.7914935818,0.963359140189,0.0143787223377,1.05693093971e+11,105.870003,Buy
877,92.3614935579,92.651900488,-7.348099512,1.40905635458,0.01776414453,1.05801176663e+11,108.809998,Sell
880,94.0639410614,93.1579115326,-6.84208846738,1.78279615271,0.0123707088338,1.05900721203e+11,108.18,Buy
883,95.3606015556,93.4871574748,-6.51284252519,2.06315402759,0.0123009025311,1.05994907319e+11,109.220001,Sell
886,96.0683964705,92.9055000741,-7.09449992593,2.21503348553,0.00804854848174,1.06084224059e+11,108.510002,Sell
889,96.3921642254,91.409570368,-8.59042963203,2.21061428531,0.00382904627638,1.06168788056e+11,107.57,Sell
892,93.785043744,84.6201063088,-15.3798936912,2.0333301174,-0.000940398551226,1.06086094651e+11,106.0,Buy
895,92.0184637149,78.0837988545,-21.9162011455,1.76590581031,0.000159440592925,1.06058505865e+11,107.730003,Sell
898,87.7548493715,67.0213558253,-32.9786441747,1.52611783538,0.000630093830917,1.06083536858e+11,105.519997,Buy
901,75.5740968467,50.0390014807,-49.9609985193,1.20521807862,-0.00305440498522,1.0605369079e+11,107.949997,Buy
904,86.5513338441,78.8944789628,-21.1055210372,1.22348343763,0.0184651821857,1.06196247879e+11,114.919998,Sell
907,90.1502235645,82.8858422709,-17.1141577291,1.42802223591,0.0119385757913,1.0634384354e+11,113.550003,Sell
910,91.9901431111,85.0831166853,-14.9168833147,1.60950708963,0.00822046789898,1.06482182359e+11,112.879997,Sell
913,93.0504719029,86.5721565761,-13.4278434239,1.69013275504,0.00532460013455,1.06608811797e+11,112.18,Buy
916,93.7406130475,85.3832135407,-14.6167864593,1.66927647935,0.00348946317292,1.06727003128e+11,113.0,Buy
919,94.6233594674,83.2832369014,-16.7167630986,1.60859893843,0.00453524634333,1.0683421689e+11,114.059998,Buy
922,96.1325032121,81.2707422467,-18.7292577533,1.63002797625,0.0100601434578,1.06944460052e+11,117.339996,Buy
925,97.0754340125,84.3117163222,-15.6882836778,1.71443549536,0.00920329455008,1.07055116827e+11,117.550003,Sell
928,97.5801053012,86.1051531458,-13.8948468542,1.77329946269,0.00629606292441,1.07156030351e+11,117.059998,Buy
931,97.9687514777,88.7460995184,-11.2539004816,1.76972943904,0.00542572296477,1.07251161084e+11,118.25,Sell
934,88.6333305003,78.4031590551,-21.5968409449,1.62922143437,-0.00276936256928,1.07143940995e+11,113.720001,Sell
937,67.6460908462,41.7122832527,-58.2877167473,1.29286085627,-0.00742983523669,1.07038120733e+11,111.589996,Sell
940,47.3856291738,20.0660893302,-79.9339106698,0.792306095091,-0.0110413851164,1.06935999605e+11,110.410004,Sell
943,37.0505570571,21.8268371777,-78.1731628223,0.31902767605,-0.00807345587446,1.06830151167e+11,107.790001,Sell
946,26.3459897134,18.5618433516,-81.4381566484,-0.188053200541,-0.0123912147726,1.06716627471e+11,107.110001,Buy
949,24.6744689758,20.6444527794,-79.3555472206,-0.529043211655,-0.00237545656062,1.06600567306e+11,110.059998,Buy
952,29.1003629202,29.4135602743,-70.5864397257,-0.630204071069,0.00190665510969,1.06707988732e+11,111.230003,Buy
955,32.9171489249,39.3043089592,-60.6956910408,-0.595549897595,0.00147039063144,1.06804640981e+11,111.459999,Sell
958,29.1357699063,44.4945965457,-55.5054034543,-0.564160207,-0.00275323696246,1.06707807223e+11,109.900002,Buy
961,27.8086925893,49.0544971164,-50.9455028836,-0.558297918479,-0.00170792021348,1.06675415333e+11,111.029999,Buy
964,46.1835906885,68.605298949,-31.394701051,-0.422604628886,0.00592346637054,1.06768612925e+11,113.300003,Buy
967,64.4932210306,77.4649011295,-22.5350988705,-0.138386357071,0.00962850855143,1.06866266281e+11,115.82,Buy
970,75.2042650578,83.6460847019,-16.3539152981,0.213313892438,0.00967414355969,1.06967224141e+11,116.949997,Sell
973,80.6385798276,88.5633395643,-11.4366604357,0.541498197609,0.00721856566525,1.07059895784e+11,116.519997,Buy
976,84.2326181651,88.7699727962,-11.2300272038,0.791484720538,0.00597390275631,1.07142715626e+11,116.730003,Sell
979,85.5842730292,86.9945151849,-13.0054848151,0.915743552045,0.00237604131535,1.07223120226e+11,116.019997,Buy
982,88.731292796,87.1630395977,-12.8369604023,1.00057670076,0.00606118079585,1.0730295783e+11,118.989998,Buy
985,91.5985978756,88.7797414385,-11.2202585615,1.13272474128,0.00772473485089,1.07383909418e+11,119.25,Buy
988,93.3757839964,88.8537541445,-11.1462458555,1.2491828172,0.00641832943166,1.07465595768e+11,119.989998,Buy
991,94.5605544869,89.1345291449,-10.8654708551,1.33121565366,0.00528692983369,1.0754655417e+11,120.080002,Buy
994,95.805226704,90.8817717001,-9.11822829989,1.39888588298,0.00688988411202,1.07626662125e+11,121.940002,Buy
997,96.5977186447,91.9634543505,-8.03654564954,1.46678754384,0.00571189439998,1.07707587003e+11,121.349998,Buy
1000,98.1378479581,92.1913339336,-7.80866606643,1.73953658805,0.0197549300326,1.07814078737e+11,129.080002,Sell
